,title,year,vote_count,vote_average,popularity,genres,overview
23748,The Purge: Anarchy,2014,2008,6,27.756026,"['Horror', 'Thriller']","Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs."
19024,Get the Gringo,2012,544,6,6.195103,"['Action', 'Thriller', 'Crime', 'Drama']",A career criminal (Gibson) nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.
30760,Black Mass,2015,1262,6,10.61072,"['Crime', 'Drama']","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
18384,Man on a Ledge,2012,936,6,10.528173,"['Action', 'Thriller', 'Crime']","An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled."
18382,Underworld: Awakening,2012,1885,6,12.345348,"['Fantasy', 'Action', 'Horror']","After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all."
19051,Madagascar 3: Europe's Most Wanted,2012,1857,6,13.829042,"['Animation', 'Family']","Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus."
18358,The Iron Lady,2011,540,6,7.421245,"['History', 'Drama']","A look at the life of Margaret Thatcher, the former Prime Minister of the United Kingdom, with a focus on the price she paid for power."
17963,Footloose,2011,438,6,6.162257,"['Drama', 'Music', 'Romance']","Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process."
24140,A Walk Among the Tombstones,2014,1145,6,14.914924,"['Crime', 'Drama', 'Mystery', 'Thriller']",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.
17964,The Thing,2011,876,6,10.169411,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']","When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller."
17980,In Time,2011,3512,6,10.324613,"['Action', 'Thriller', 'Science Fiction']","In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'."
24089,The Drop,2014,859,6,11.695036,"['Drama', 'Crime']","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost."
17989,Margin Call,2011,531,6,8.340757,"['Thriller', 'Drama']",A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.
18006,Johnny English Reborn,2011,1026,6,10.668658,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']","The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike."
24075,Before I Go to Sleep,2014,672,6,14.921298,"['Mystery', 'Thriller']","A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her."
18028,What's Your Number?,2011,689,6,6.958086,"['Comedy', 'Romance']","Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends."
18064,J. Edgar,2011,766,6,9.529382,"['Drama', 'Crime', 'History']","As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life."
18069,The Adventures of Tintin,2011,2095,6,19.201504,"['Adventure', 'Animation', 'Mystery']","Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse."
24038,The Guest,2014,661,6,6.441964,"['Mystery', 'Thriller', 'Action']","A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence."
24015,"As Above, So Below",2014,788,6,10.846585,"['Horror', 'Thriller']","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead."
18146,The Descendants,2011,956,6,11.794753,"['Comedy', 'Drama']","With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune."
18148,The Muppets,2011,509,6,10.214369,"['Comedy', 'Family', 'Music']","When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day."
33026,The Brand New Testament,2015,435,6,6.488451,"['Comedy', 'Fantasy']","God lives in Brussels. On earth though, God is a coward, with pathetical morals and being odious with his family. His daughter, Ea, is bored at home and can't stand being locked up in a small apartment in ordinary Brussels, until the day she decides to revolt against her dad..."
18206,Extremely Loud & Incredibly Close,2011,726,6,7.82605,['Drama'],"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock."
18239,The Expendables 2,2012,2940,6,14.881566,"['Action', 'Adventure', 'Thriller']","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
23957,Sin City: A Dame to Kill For,2014,1314,6,20.623642,"['Crime', 'Thriller']",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.
18244,The Hunger Games,2012,9634,6,20.031667,"['Science Fiction', 'Adventure', 'Fantasy']","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching."
30468,Mr. Holmes,2015,686,6,19.256859,"['Drama', 'Mystery']","The story is set in 1947, following a long-retired Holmes living in a Sussex village with his housekeeper and rising detective son. But then he finds himself haunted by an unsolved 50-year old case. Holmes' memory isn't what it used to be, so he only remembers fragments of the case: a confrontation with an angry husband, a secret bond with his beautiful but unstable wife."
18255,The Bourne Legacy,2012,2683,6,14.89499,"['Action', 'Thriller']","New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne."
23918,Let's Be Cops,2014,1234,6,15.962793,['Comedy'],"It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line."
18289,Mission: Impossible - Ghost Protocol,2011,4026,6,14.25843,"['Action', 'Thriller', 'Adventure']","In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster."
18291,We Bought a Zoo,2011,928,6,10.563152,"['Drama', 'Comedy', 'Family']","Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble."
23906,The Giver,2014,1859,6,12.472206,"['Drama', 'Science Fiction']","In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world."
18341,Contraband,2012,777,6,10.595067,"['Thriller', 'Action', 'Drama', 'Crime']","When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike."
19050,Safety Not Guaranteed,2012,562,6,7.067494,"['Comedy', 'Romance', 'Science Fiction', 'Drama']",Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.
19071,Brave,2012,4760,6,15.876341,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']","Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall."
20410,Side Effects,2013,1340,6,11.645847,"['Thriller', 'Crime', 'Drama']",A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.
39662,Bad Moms,2016,1287,6,9.362056,['Comedy'],"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence."
39626,Batman: The Killing Joke,2016,485,6,6.488277,"['Action', 'Animation', 'Crime', 'Drama']","As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness. Based on the graphic novel by Alan Moore and Brian Bolland."
23631,Frank,2014,667,6,5.847845,"['Comedy', 'Drama', 'Mystery']",A comedy about a young wannabe musician (Domhnall Gleeson) who discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank (Michael Fassbender).
39539,War Dogs,2016,1392,6,16.453573,"['Comedy', 'Crime', 'Drama']","Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan."
19732,Flight,2012,2449,6,10.973822,['Drama'],"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation."
19734,Anna Karenina,2012,660,6,8.543311,"['Drama', 'Romance']","Trapped in a loveless marriage, aristocrat Anna Karenina enters into a life-changing affair with the affluent Count Vronsky."
39537,The Infiltrator,2016,592,6,11.504398,"['Crime', 'Drama', 'Thriller']",A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.
19799,Lincoln,2012,1456,6,10.680331,"['History', 'Drama']","A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come."
19814,The Twilight Saga: Breaking Dawn - Part 2,2012,2641,6,26.080995,"['Adventure', 'Fantasy', 'Drama', 'Romance']","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi."
31484,The Walk,2015,1151,6,9.425787,"['Adventure', 'Drama', 'Thriller']",The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.
19862,Step Up Revolution,2012,679,6,7.859968,"['Music', 'Drama', 'Romance']","Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans."
19928,Hitchcock,2012,527,6,10.841495,['Drama'],"Hitchcock follows the relationship between director Alfred Hitchcock and his wife Alma Reville during the making of his most famous film ""Psycho"" - and the trials and tribulations the director faced from Hollywood censors."
20008,Zero Dark Thirty,2012,1723,6,9.649303,"['Thriller', 'Drama', 'History']","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011."
31486,Spectral,2016,453,6,9.117924,"['Thriller', 'Action', 'Science Fiction']",A special-ops team is dispatched to fight supernatural beings that have taken over a European city.
20022,Warm Bodies,2013,2698,6,10.430238,"['Horror', 'Comedy', 'Romance']","After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world."
39336,Pete's Dragon,2016,697,6,12.189941,"['Adventure', 'Family', 'Fantasy']","Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon."
23467,Serial (Bad) Weddings,2014,1114,6,10.926965,['Comedy'],A catholic French couple sees their life upside down when their four daughters get married to men of different religion and origins.
39335,Lights Out,2016,1174,6,11.494907,"['Horror', 'Thriller']","When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged."
39332,The Purge: Election Year,2016,1356,6,13.1789,"['Action', 'Horror', 'Thriller']","Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night."
39224,Central Intelligence,2016,1699,6,11.374041,"['Action', 'Comedy']","After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage."
38968,Swiss Army Man,2016,839,6,9.196678,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']","Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams."
20206,Gangster Squad,2013,1805,6,8.581558,"['Crime', 'Drama', 'Action', 'Thriller']","Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart."
38898,Café Society,2016,826,6,9.2467,"['Comedy', 'Drama', 'Romance']","The story of a young man who arrives in Hollywood during the 1930s hoping to work in the film industry, falls in love, and finds himself swept up in the vibrant café society that defined the spirit of the age."
31876,Irrational Man,2015,600,6,6.862812,"['Mystery', 'Drama']","On a small town college campus, a philosophy professor in existential crisis gives his life new purpose when he enters into a relationship with his student."
38850,Now You See Me 2,2016,3362,6,39.540653,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet."
20262,Mama,2013,1452,6,16.018525,['Horror'],"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night."
23421,Blended,2014,1028,6,10.395472,['Comedy'],"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attractions grows as their respective kids benefit from the burgeoning relationship."
20383,Upside Down,2012,1094,6,7.37535,"['Romance', 'Science Fiction', 'Drama', 'Fantasy']","In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?"
19700,Here Comes the Boom,2012,598,6,13.409588,['Comedy'],A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.
19669,Cloud Atlas,2012,3031,6,13.494246,"['Drama', 'Science Fiction']","A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis."
19100,Seeking a Friend for the End of the World,2012,713,6,6.947533,"['Comedy', 'Drama', 'Romance', 'Science Fiction']","As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan."
19591,Seven Psychopaths,2012,1224,6,9.643538,"['Comedy', 'Crime']",A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.
19109,Ted,2012,4811,6,19.638605,"['Comedy', 'Fantasy']","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori."
19112,Magic Mike,2012,1062,6,8.732425,"['Drama', 'Comedy']","Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money."
19129,The Amazing Spider-Man,2012,6734,6,31.102267,"['Action', 'Adventure', 'Fantasy']","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero."
19139,Ice Age: Continental Drift,2012,2731,6,13.26958,"['Animation', 'Comedy', 'Adventure', 'Family']","Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world."
19151,Savages,2012,784,6,13.248022,"['Crime', 'Drama', 'Thriller']",Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.
30761,Spectre,2015,4552,6,24.926577,"['Action', 'Adventure', 'Crime']","A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE."
13952,The Ugly Truth,2009,1005,6,8.450799,"['Comedy', 'Romance']","A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result."
30942,Steve Jobs,2015,1608,6,16.224866,"['Drama', 'History']","Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter."
19261,Skyfall,2012,7718,6,20.309585,"['Action', 'Adventure', 'Thriller']","When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves."
19307,ParaNorman,2012,808,6,10.425038,"['Family', 'Animation', 'Adventure', 'Comedy']","In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can."
19334,Premium Rush,2012,848,6,5.654784,"['Crime', 'Action', 'Thriller']","In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city."
19340,Lawless,2012,1055,6,7.968423,"['Crime', 'Drama']","Set in the Depression-era Franklin County, Virginia, a bootlegging gang is threatened by authorities who want a cut of their profits."
30943,Macbeth,2015,497,6,12.493466,"['History', 'Drama', 'War']","Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan."
30958,Vacation,2015,1218,6,11.33038,['Comedy'],"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned."
19394,Looper,2012,4777,6,12.727269,"['Action', 'Thriller', 'Science Fiction']","In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination."
19408,Robot & Frank,2012,454,6,9.291494,"['Science Fiction', 'Comedy', 'Drama', 'Crime']","A delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse."
23665,The Babadook,2014,1890,6,8.832788,"['Drama', 'Thriller', 'Horror']","A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her."
19432,Dredd,2012,1971,6,12.1524,"['Action', 'Science Fiction']","In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series."
31322,Magic Mike XXL,2015,716,6,8.76993,"['Comedy', 'Drama', 'Music']","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance."
39793,Elle,2016,498,6,8.226065,"['Drama', 'Thriller']","When Michelle, the CEO of a gaming software company, is attacked in her home by an unknown assailant, she refuses to let it alter her precisely ordered life. She manages crises involving family, all the while becoming engaged in a game of cat and mouse with her stalker."
39789,Blood Father,2016,525,6,7.146017,"['Action', 'Thriller']",An ex-con reunites with his estranged wayward 16-year old daughter to protect her from drug dealers who are trying to kill her.
31390,The Jungle Book,2016,2977,6,17.432758,"['Family', 'Adventure', 'Drama', 'Fantasy']","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo."
19473,Taken 2,2012,2783,6,16.376482,"['Action', 'Crime', 'Thriller']","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
39688,Don't Breathe,2016,1830,6,25.869883,"['Crime', 'Horror', 'Thriller']",A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.
19556,Frankenweenie,2012,951,6,10.296047,"['Animation', 'Comedy', 'Family']","When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was."
19561,Sinister,2012,1611,6,12.490637,"['Horror', 'Thriller', 'Mystery']","Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity."
19569,Hotel Transylvania,2012,2622,6,16.231945,"['Animation', 'Comedy', 'Family', 'Fantasy']","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter."
20050,Jack Reacher,2012,3046,6,12.789812,"['Crime', 'Drama', 'Thriller']","In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for."
12508,21,2008,1406,6,8.33756,"['Drama', 'Crime']","Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack."
13948,Orphan,2009,1296,6,8.730934,"['Horror', 'Thriller', 'Mystery']","A married couple with a rocky past adopt 9-year old, Esther to fill the void created by a recently-stillborn baby. However, Esther is not quite who she seems."
9353,The Lion King 1½,2004,694,6,8.931033,"['Animation', 'Comedy', 'Family']",Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.
2491,Entrapment,1999,613,6,10.62333,"['Romance', 'Drama', 'Mystery']","Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love."
2503,The Mummy,1999,2796,6,23.984065,"['Adventure', 'Action', 'Fantasy']","Dashing legionnaire Rick O'Connell and his companion, Beni stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death – his body will remain undead for all eternity as a punishment for a forbidden love."
